"Screen name","Full name",Location,Followers,Friends,Created,Tweets,"Last tweet",Bio,URL,"% tweets w/ URLs","% retweets in timeline","% tweets w @contacts","Social Authority","Follows @JackTreseler","@JackTreseler follows"
Babulaclub,Bayarkhuu,"Mongolia UB","13,866","1,253","21 Oct 2010 01:28:12","18,718","14 Aug 2016 01:43:05","#branding #marketing #PR #packaging #corporate identity #CEO @Bat Solution Partners LLC #MAN UNITED, ENGLAND FC",http://page.is/bayarkhuu,20,66,12,63.9,,
richdollaz,"Rich Dollaz","New York, NY","342,435",531,"14 Nov 2008 17:03:51","28,921","16 Aug 2016 01:43:11","CEO/Dollaz Unlimited, broke acts like Diddy, Cassie, R-Les, Danity Kane, Yung Joc, Olivia ,Cory Gunz, Gorilla Zoe, Cheri Dennis! bookings@dollazunlimited.com",http://www.dollazunlimited.com,17.7,23.4,27.6,63.5,,
DevrajSanyal,"Devraj Sanyal","Mumbai, India","7,689",456,"02 May 2009 12:53:36","15,163","09 Aug 2016 14:33:52","Managing Director & CEO of Universal Music Group & EMI Music, South Asia & Frontman of Metal band Brahma, Judge on The Stage and partner & CEO of EVC",http://www.umusicindia.com,46.5,49.5,8.5,63.9,,
Pr0jecT_HaTTa,"[TPwn]Pr0jecT HaTTa",NYC,"4,406",968,"15 Sep 2009 01:20:21","93,124","15 Aug 2016 22:42:12","CEO of @TeamPwnage a Sponsored Gaming Community| Director of Partnerships for @GlomTom & @GorillaGGC. Interactive followers are Cool!",http://www.twitch.tv/team/teampwnage,8,32,49.5,63.9,,
OphirGottlieb,"Ophir Gottlieb","Los Angeles, CA","10,851",166,"28 Dec 2009 19:13:21","51,620","15 Aug 2016 05:01:32","CEO, Editor in Chief @CMLviz. @YahooFinance @GoogleNews Contributor. Ex NYSE ARCA/CBOE Option Market Maker. MS Stanford Fin Math. Machine Learning. Love Dogs.",http://www.CMLviz.com,61,35,4,64.4,,
KokeKookie,TRAPPY,"Japan #BBB","1,068",919,"07 Mar 2015 16:28:06","14,347","10 Aug 2016 02:30:16","Wer meine tweets ernst nimmt hat schon verloren! #NoFapGang & CEO von @THEREALKACHING / s/o Luke",,0,0,0,63.9,,
CEO4SHO,"Cₑₒ₄รɦѻ","#LA ~ #Htown","2,787","1,591","18 Apr 2011 00:36:19","113,795","15 Aug 2016 11:31:06","Trying to be a better person",,8,39.5,22.5,63.9,,
DigitalPlus4K,"CHINO PEREZ","Guayaquil, Ecuador","22,988","2,381","30 Oct 2010 22:09:52","55,455","16 Aug 2016 00:07:08","CEO DigitalPlusNetwork .PROXIMAMENTE ECUADOR MIRARA DIFERENTE EL DEPORTE !",,69,17.5,5.5,63.4,,
JeremiasSMartin,"Jeremías San Martín",,"1,678",915,"20 Nov 2010 13:47:00","4,501","04 Aug 2016 19:53:30","Comunicación en @wsl | CEO en @comunicasurf | Editor en @RedBull_Surfing y @RBAdventure | #socialmedia #comunicacion #comms #rock #surf",,0,0,0,63.9,,
CoachYourKids,"COACHING YOUR KIDS",USA,"8,303",93,"18 Dec 2012 20:59:46","4,055","12 Aug 2016 12:48:01","Darren Fenster: Minor League Manager, Boston Red Sox. Founder/CEO, Coaching Your Kids. Behind all great athletes are those who taught them how to play the game.",http://coachingyourkidsblog.wordpress.com/,28.5,30,8.5,63.9,,
ArtemZeleny,@ArtemZeleny,"Kiev, Ukraine","10,220","1,694","07 Feb 2009 10:11:21","110,622","15 Aug 2016 16:36:55","CEO in GreenPR Agency. To strive, to seek, to find, and not to yield!",http://ArtemZeleny.com,20,12.5,27.5,63.8,,
philip6s,"Philip b2b-alive",Dubai,"7,074","6,509","22 Jul 2010 07:38:05","40,002","06 Aug 2016 16:49:00","CEO to B2B-alive Ltd. DOOH Digital signage Advertising & intuitive software UAE / FR / UK ...Life is beautiful .. http://facebook.com/b2balive.ltd",http://www.b2b-alive.com,3,95.2,0.6,63.8,,
Noy_Official,Noy,"Earth -instagram @Noy_Official","1,516",803,"20 Nov 2013 01:39:45","21,951","28 Jul 2016 20:47:14","Official account Special #Advisor to the #Governments | #Diplomacy | #Geopolitics | #Defence | CEO of @LIV_associates & @LIV_foundation | #LifeIsVictory #LIV",http://www.livassociates.eu,0,0,0,63.8,,
mrbinnion,"Questerre CEO","Retweets not endorsement","10,922","9,170","29 Oct 2011 05:02:47","11,795","13 Aug 2016 21:58:50","CEO unafraid to give straight goods on Modern Miracle of hydrocarbons. Just because I'm biased doesn't mean I'm wrong. Tweets in English & Franglais.",http://questerre.com,44.5,28,29,63.8,,
IamJSmith001,"Jordan Smith","Bilbao, Basque Country","14,097",454,"04 Feb 2015 21:53:51","3,150","13 Aug 2016 10:35:02","CEO & Owner of @basquerealty. Basque & Brit. Euskalduna. RT not endorsement. Instagram: @Iamjsmith001",,0,85.5,14,63.8,,
LoicFery,"Loic FERY","London (UK), Lorient (France)","18,010",764,"14 Apr 2010 05:25:09","3,075","06 Aug 2016 11:18:31","Founder/CEO/Co-CIO of CHENAVARI (Alternative Asset Management). Owner & President of FC LORIENT (French Premier League Football club)",http://www.chenavari.com,13,63.5,13,63.8,,
Kevin_AnR_Shine,Kevin_AnR_Shine,"Atlanta Georgia","97,164","98,688","05 Jan 2009 07:18:31","227,270","10 Aug 2016 18:42:30","CEO - F.I.R.M / Creator- #WSAATL Writing Sessions America, Grammy Nominated projects - RKelly ,Luda ,Artist- Jill Scott, Ann Nesby, Kim Burrell, Jacob Latimore",http://www.thefirmweb.com,32.5,22,40.5,63.8,,
Nitevision_Mgmt,"Mike G™‎",,"20,380",800,"24 Mar 2009 06:30:58","17,645","22 Jun 2016 20:05:53","CEO Nitevision Management | The Coach | Instagram: @mikeg_nitevision",,32.5,48,4.5,63.8,,
KarolPokojowczy,"Karol Pokojowczyk","San Francisco/Warsaw/Penang","39,001","32,208","19 Jun 2011 15:24:02","26,357","12 Aug 2016 01:00:08","#CEO @ColibriTool @GetRiver @airtweets_com #GrowthHacker, #InboundMarketing. 20 yrs coding experience, 12 yrs in marketing #rabbitmq #redis #ai #machinelearning",https://colibri.io/growth-hacking/?utm_source=Twitter&utm_medium=Karol_profile&utm_campaign=Twitter_,100,0,0,63.8,,
MarkBPentecost,"Mark Pentecost",,"27,165",430,"15 Jul 2011 17:19:59","1,921","09 Aug 2016 19:17:25","Official Twitter Account of Founder and CEO @itworksglobal bringing #theGOODLife to thousands by sharing That Crazy Wrap Thing with the world!",http://www.ItWorksGlobal.com,53,13,21,63.8,,
SusanneChishti,"Susanne Chishti","London, United Kingdom","5,077",26,"14 Oct 2014 22:33:59","4,317","15 Aug 2016 06:01:46","CEO @FINTECHcircle @FINTECHTours, Co-Founder @TheFINTECHBook & FINTECH Circle Innovate @FTCinnovate Conference Speaker. 1st European FINTECH Angel Network",http://www.fintechcircle.com,12.5,86,1.5,62.6,,
Hengkychova,"Hengki Kurniawan",,"28,790",244,"14 Aug 2010 12:20:07","3,275","12 Aug 2016 17:19:15","Actor,Director,Producer, |Music Label, Production House,EO, WO | PT. Bintang Kawakibi Production, CEO https://t.co/0mkEQX8j4R |endorse CP 08111800750, Adi",http://www.hengkikurniawan.com,75.5,15.5,8.5,63.8,,
Ramal_Henry,RO,"Atlanta, Ga 2 AROUND THE WORLD","13,140","2,640","14 Feb 2011 00:48:22","75,452","15 Aug 2016 16:42:41","The New Diddy @VEDOTHESINGER MANAGER and CEO @NewWAVMusicGrp New EP State of Mind out now. iTunes: https://goo.gl/14kQjP https://youtu.be/KAvY3TI0q5o",http://youtu.be/NTUEaYaX6gU,42.5,49,50.5,63.8,,
Technom4ge,"Henry Brade",Finland,"2,786","2,098","09 Jun 2010 16:23:01","9,077","08 Aug 2016 21:30:06","Bitcoin, the first universal currency. I'm CEO of @Coinmotion, @Bittirahafi, @DenariumBitcoin, @BTCStoreEU. #freedom #entrepreneurship #bitcoin #tor #openbazaar",https://coinmotion.com,0.5,98.5,1,63.8,,
talentdiva,"Adrienne Graham","At the Beach","12,358","10,395","28 Aug 2008 16:41:46","46,302","16 Aug 2016 03:03:31","Entrepreneur - Growth Advisor - Mentor. Founder: http://MogulChix.com. I grow companies. I want to tell OUR stories. CEO: http://Empowerme.org.",http://www.mogulchix.com/weekend-intensive/,27,30.5,12.5,64.1,,
elreiss,"Eric Reiss","Copenhagen, Denmark","33,048",401,"11 Mar 2009 07:41:43","23,099","10 Aug 2016 05:20:41","Author. Flâneur. Curmudgeon. Business optimizer. Maker of millionaires. CEO of The FatDUX Group.",http://www.fatdux.com,20,15.5,52,63.8,,
nasmejana_,"Tvoja diLema",Beograd,"1,023",593,"05 Aug 2013 10:34:31","6,302","29 Jul 2016 20:49:26","Redovno renoviram snove. U snovima zadržavam Njega, a izbacujem ceo svet i još poneki šljam.",,0,0,0,63.8,,
noahroth,"Noah Roth","Bet Shemesh, Israel","3,020","1,014","24 Jun 2007 18:24:01","110,023","12 Aug 2016 14:37:04","Father to 5, Husband to @mrsroth, Israeli Jew, US Expat, CEO, 8xMarathoner (4:03), Whisky drinker, Yankees, Knicks, & Giants fan, OCD Stat geek, #HashtagAbuser",http://finishers.club/noah.roth,19,6,59,63.8,,
700_Reasons,CEO50,Pittsburgh,"10,194","8,949","14 Jun 2013 21:33:46","114,044","13 Aug 2016 02:18:53","CEO of @Flyhighrecords_ Email: finallyfly700@gmail.com",https://soundcloud.com/officialflyhighrecords/stand-by-me-ceo50,84.5,13,84,63.7,,
BhawanaCAN,"Bhawana Ghimire",Nepal,"18,962",565,"31 Dec 2009 11:47:01","1,714","15 Aug 2016 17:14:54","Worked at Cricket Association of Nepal(CAN) CEO, RT ≠ endorsement",http://www.bhawanaghimire.com,21.2,66.7,5.1,63.4,,
MalikSopranoDTC,"4/12 ♈","Boolin At The Bando","10,722","6,884","09 Sep 2011 02:07:32","93,903","16 Aug 2016 01:28:37","CEO Of #GoGoGorillaGang!!!/#MoneyKrewEnt!!!/#CheaaaEnt!!!/#TeamAries!!!/#SopranoCrimeFamily!!!/#PIRU!!!!/#Boxing!!!/#NYGiants!!!/#NYKnicks!!!/#WWEUniverse!!!",http://www.youtube.com,37,48.5,12.5,63.8,,
DurraniPopal,"Durrani Popal",LA,"23,831",184,"16 Dec 2009 15:37:34","1,089","05 Aug 2016 03:12:16","CEO https://t.co/koe6tGfTZf https://t.co/0EPZEueKgb",http://Instagram.com/durranipopal,10.5,27,19,63.7,,
gemalendoiro74,"Gema Lendoiro",MADRID,"3,051","3,003","21 Aug 2010 18:18:08","12,344","06 Aug 2016 10:07:34","Editora y periodista. CEO & OWNER Sefarad Comunicación. Editorial Doña Tecla. Me interesa casi todo.",,39.5,5.5,60.5,63.7,,
Jorge_Dobon,"Jorge Dobón","Entrepreneur Sin Residence","2,542",925,"20 Sep 2010 08:18:07","9,918","30 Jul 2016 09:57:54","CEO en @DemiumStartups. La primera aceleradora indie de España",http://www.demiumstartups.com,10,78,9.5,63.7,,
aynsleydamery,"Aynsley Damery","Cheltenham, Cotswolds & London","35,610","7,704","05 Nov 2009 16:26:03","12,986","15 Aug 2016 09:05:23","CEO of multi-award winning accountants @tayabalitomlin who believe in thinking differently, challenging the status quo & transforming the lives of entrepreneurs",http://www.tayabalitomlin.com,52.5,31.5,17.5,64.2,,
akhedery,"Ali Khedery","Terra Firma","5,666","1,953","10 Jan 2010 21:44:53",177,"11 Aug 2016 23:22:41","Founder & CEO, Dragoman Ventures - Texas Longhorn - Bill & Melinda Gates Foundation, U.S. State Department, U.S. CENTCOM & ExxonMobil veteran. RT ≠ Endorsement",http://www.dragomanventures.com,21.5,77.5,1.5,63.7,,
DougConant,"Doug Conant",U.S.,"81,126","5,997","01 Mar 2011 19:48:57","14,123","09 Aug 2016 14:08:48","Champion of Leadership That Works. Founder, ConantLeadership; Former CEO, @CampbellSoupCo; Chairman, @CECPTweets; Chairman, KELI; Former Chairman, Avon.",https://conantleadership.com/bootcamp/,50,11,21.5,63.7,,
jscotto,"Jaymie Scotto Cutaia","Virginia, USA","10,298","9,695","17 Nov 2008 23:21:47","21,542","14 Aug 2016 18:49:02","CEO of JSA, the top PR, marketing & event planning firm for tech and telecom. Loves chocolate & yoga. #TechPR #TelecomPR #JSATV #JSARadio #TEXcited #IoT",http://www.jaymiescotto.com,12.5,76.5,4.5,63.7,,
caseyjohnellis,caseyjohnellis,0.0.0.0/0,"4,582","2,727","05 Jul 2009 04:32:27","36,346","12 Aug 2016 13:08:10","founder/ceo. troublemaker and troubleshooter. #bugcrowd2016 0xefc513ea",https://bugcrowd.com,7,37,51.5,63.7,,
ladyleanneg,"Leanne G","Alabama, USA","1,072","1,893","25 Jan 2014 04:36:48","43,116","15 Aug 2016 17:59:22","Household CEO & keeper of the grounds along with my dogs here in the deep south.",,0,0,0,63.7,,
BeauStephen_,"✨Beau Stephen✨","With my Husband and babies ❣","2,800","2,990","25 May 2014 21:27:47","70,515","14 Aug 2016 07:49:05","CEO of Secrets! Married to @JayStephen_252 ❤️16/10/2014#AB4SD#RL| Ebony ❤️ Noah❤️ 15/12/14 Aurora❤️ 17/06/16 ✨SW✨FAF✨CB✨R✨CG✨SP✨RC✨ #JarredFamily",,5.5,18.5,72,63.7,,
FabienAmoretti,"Fabien Amoretti",Luxembourg,"34,428","31,385","13 Nov 2009 08:13:27","1,354","08 Aug 2016 22:17:03","Technology & Marketing entrepreneur. CEO, Farvest. Co-founder ICT Spring, Morpheus Cup, SpaceForum. #Digital #Fintech #Space #Luxembourg",http://www.ictspring.com/,31.5,68.5,0,63.7,,
OgThaStreetKid,"Yung OG™ #Fmg","Buffalo✈ATL","11,442","12,578","29 Apr 2011 17:25:04","44,536","07 Aug 2016 10:35:20","Ceo Of Fresh Music Group /Recording Artist/Genius/FreshGraphixInc/Member Of Black Rose Films...Booking Info Features Film Work Contact: amunn901@gmail.com",http://soundcloud.com/ceofresh,23,29,14.5,63.7,,
DollaRu1017,"1017 Dolla Ru","Find Somewhere I'm Not!!!!","3,833","1,274","06 Jun 2011 18:33:39","134,212","04 Aug 2016 06:01:08","#ForeverMusic CEO • 1017 x Bricksquad Monoply • VEVO, MTV , Hot 97, Hip Hop Weekly, Don Diva Magazine, ThisIs50, Forbez DVD Bookings: dollaru1017@gmail.com",http://www.thisis50.com/video/dolla-ru-it-s-dolla-ru,33.8,39.9,8.6,63.7,,
ipdmail,"David Villa","Tampa, FL","12,013","2,008","25 Feb 2012 01:52:18","32,696","09 Aug 2016 16:33:28","Christ Follower|Husband|Father|CEO of IPD|Contributor @forbes_agency |Keynote Speaker|Trainer @SerialSalesPro|Host @AutoDealerLive|Amazon Best Selling Author|",http://www.ipdmail.com,22.5,60,6,63.7,,
MimiLeeEvans,"Mrs. CEO™","DMV ✈️ LEX ✈️ HOU","44,641","5,652","16 Jun 2010 02:23:15","171,855","16 Aug 2016 03:37:25","Wife, Mother, Entrepreneur, Activist, CEO/Artist @MileevaBeads, CEO/Talent Mgr @Takerootmgmt, CEO/Founder/Motivational Speaker @BeFAAB. IG: Mimileeevans",http://micheleleeevans.com,28.5,38.5,21.5,63.7,,
kuitenbrouwer,"Jan Kuitenbrouwer",,"11,830","1,678","02 Apr 2009 15:22:53","34,467","15 Aug 2016 11:24:53","Schrijver, columnist NRC, Maandblad Onze Taal | ceo Kuitenbrouwer Woorden die Werken",http://www.jankuitenbrouwer.nl,10,25,58.5,63.7,,
DrJoshuaTepper,"Joshua Tepper",,"6,295",841,"21 Nov 2013 15:44:43","5,596","28 Jul 2016 16:37:46","Family Physician, CEO and President of Health Quality Ontario, proud father. Tweets, likes and RT are not endorsements.",,38,57,0,63.7,,
nickede,nickede,"Shoreditch, England","18,287","12,900","11 Jan 2009 17:38:16","48,612","07 Aug 2016 18:02:58","Award winning charity campaigner and fashion philanthropist. CEO of @eastofedenldn and consumer PR @eden_lifestyle. Expert on TV. Founder @styleforstroke.",http://www.eastofeden.london,22,57,9.5,63.6,,
ZHANGYEN,Y3N,"Hong Kong, Singapore, PRC","77,938",60,"13 Mar 2010 03:57:27",573,"31 Jul 2016 11:45:07","Stay humble. 404(Not Found). Co-Founder and CEO of APG Inc. https://t.co/Ni4CZyJMka @imagazine_tv",http://www.asiapacific-group.com,18.1,42.2,18.1,63.6,,
pesa_africa,"Michael Kimani","Nairobi, East Africa","1,434",353,"30 Dec 2012 10:10:22","8,969","10 Aug 2016 12:10:36","Co-founder, CEO at Umati Blockchain Ltd.",http://michaelkimani.me/who-am-i/,0,0,0,63.6,,
IvoryRymes,"Jason Dosier","Birmingham Alabama","1,125",649,"27 Mar 2013 21:38:07","56,373","15 Aug 2016 11:55:25","I am a visionary...a revolutionary....free thinker...writer....political activist...dog lover...smart ass...Founder and Ceo of My Middle Finger Matters movement",,0,0,0,63.7,,
GregoryDEvans,"Gregory D. Evans","Los Angeles, Ca","19,241",932,"23 Sep 2010 20:48:59","52,380","15 Aug 2016 20:09:26","Gregory D. Evans is a Cyber Security Expert and President/CEO of Hi-Tech Crimes Solutions. For a full bio go to http://www.GregoryDEvans.Blogspot.com",http://gregorydevans.com,99.5,0.5,0,63.6,,
KumeSalud,"CEO Cheetos Salud","PBA Commissioner's Office","7,434","1,380","08 Apr 2013 00:59:24","10,912","11 Aug 2016 05:25:20","Fair trade advocate. I send erring imports packing, and incompetent referees cringing in fear. Parody account of the great PBA Commissioner, Atty. Chito Salud.",,6.5,7.5,33.5,63.6,,
AnilSunkara1,"Anil Sunkara",Hyderabad,"14,386",54,"18 Apr 2010 23:49:17","2,314","12 Aug 2016 16:31:43","CEO,AdvanSoft//Secretary,UshaRama Engg college,Producer(Namo Venkatesa,Bindass,AhaNaaPellanta,Dookudu,Action 3d, 1,Legend, Aagadu,james bond)",,17,69,2,63.6,,
jackaberlin,"Jack Berlin","Tampa, FL USA","9,374","8,520","28 Jul 2009 13:29:25","12,833","12 Aug 2016 16:24:05","CEO, Software Company - Blue Devil -Yellow Dog Democrat - #imwithher - #nevertrump",,23.1,69.3,0,63.6,,
JESSICA_FEBOT,"MÀȚĘÝ'MÄĐÁM÷ŚÏĆÅ","▪ซ่าMATEY#ฮาเร็มพี่ชิค","4,807",467,"01 Jan 2013 02:19:38","245,751","15 Aug 2016 22:17:32","☞ Roleplayer : JESSICA JUNG CEO of B & E ☆ONLY •JESSICA ▪ NEWS ▪ PIC ▪ FACT [TH BOTH] Since : 01•01•2013] Pastel World [♡1 Year 2 Month with @BGxSEHUN]",https://i.instagram.com/jessica.syj/,19.5,38.5,33.5,62.4,,
agwalker01,"Tony Walker",,960,316,"18 Mar 2014 09:44:08","4,320","15 Aug 2016 08:10:24","Chief Executive Officer Ambulance Victoria, Adjunct Assoc Prof Victoria University, Prostate Cancer Foundation Ambassador",,0,0,0,63.8,,
noeledgeftm,#NoelOnThePhone,"K e n t u c k i a n a","23,595",887,"08 Jan 2015 05:08:16",152,"16 Aug 2016 00:51:20","CEO // Photographer // Songwriter // Recording Artist // #ForTheMusic Founder of FTM Records | All Inquiries email: noeledgeftm@gmail.com",http://ftmrecords.weebly.com,7.1,7.1,7.1,63.8,,
nicholasklise,"Nicholas Klise","Toronto, Ontario","80,174",32,"19 Dec 2015 06:15:54",31,"28 Jul 2016 20:53:34","Technologist, Owner/CEO of The Revolution Group @RevolutionGrpON, CEO of Zime, Co-founder of Naki",http://www.therevolutiongroup.io,44.4,18.5,7.4,63.6,,
IsimaOdeh,"Isima Odeh",Nigeria,"9,320",735,"20 Apr 2014 07:58:41","15,469","15 Aug 2016 01:37:13","Award-winning Publicist. Entrepreneur. Researcher. Owner of @AfricaFactsZone & Isima Promotions. Profiled by Punch, Global Voices, BBC, BT & Signal.",,11,54.5,6.5,67.4,,
mbuguanjihia,bank·a·ble,Nairobi,"16,267","10,262","06 Dec 2008 04:34:06","48,770","15 Aug 2016 09:27:00","CEO @SymbioticAfrica, leading mobile VAS company in East Africa, Opportunity Scout at @GruppoPotente #Greenfield #AfricaRising",http://www.mbuguanjihia.com,22.5,18.5,8,62.9,,
KWalshPhillips,"✵Kim Walsh-Phillips✵","New York City","28,526","13,832","17 Dec 2008 13:59:30","22,161","15 Aug 2016 10:18:33","Direct response social media maven & CEO of @EliteDigitalGrp /Co-Author of 'NO BS Social Media' w/ Dan Kennedy/Facebook Sales Strategies Podcast/Shoe Nut/ Mom",http://www.nobssocialmediabookchapterdownload.com/,68,2,3,63.5,,
fb_think,"fernando botella",,"3,937",246,"15 Mar 2010 10:11:51","5,805","14 Aug 2016 16:41:24","Estudiante siempre. Aprendiz de todo. Business Trainer. Experto en formación y desarrollo directivo.Speaker. CEO de @thinkandaction https://t.co/Qvw3rMVSPy",http://www.fernandobotella.net,6.5,90.5,3,63.5,,
DoveSoars,"Shawn Dove",,"9,374","4,347","14 Oct 2011 22:57:35","40,534","13 Aug 2016 17:18:54","Husband, Proud Poppa, Believer, CEO of Campaign for Black Male Achievement. In love, launch, lead, learn & leap mode! @BMAchievement",http://www.blackmaleachievement.org,28.5,56.5,9.5,63.5,,
seikatsu,"Sten Tamkivi","Palo Alto / Tallinn","22,145",766,"22 Mar 2007 09:50:03","13,007","12 Aug 2016 09:39:28","I help free people move and make governments compete for every citizen. Co-founder & CEO @TeleportInc + #EstonianMafia #SkypeMafia EIR @a16z",http://sten.tamkivi.com,11.6,73.4,17.1,63.5,,
tobby_e,"Abike baby","Kuwait - Lagos","6,099","2,840","29 Oct 2009 12:02:01","97,087","14 Aug 2016 14:04:46","CEO to @AbikeHair, Trader , Student & Independent Business woman. || Follow us for virgin hair details on twitter @Abikehair | YANFSS",,13.6,77.8,7.6,63.5,,
CarmelaOtero,Carme,"Illa de Arousa | SDC | Lisboa","1,505",993,"15 Feb 2011 18:51:08","67,328","29 Jul 2016 10:46:40","A pequena ferida no ceo da boca que cicatrizaría se deixaras de infectala coa lingua, pero non podes. Estudante de Dereito na USC. Danza.",,0,0,0,63.5,,
laurawp,"Laura Weidman Powers",SF/DC,"10,438",982,"01 Apr 2009 22:56:21","9,563","12 Aug 2016 05:14:01","Co-Founder/CEO @Code2040. Fellow @NewAmericaCA @EchoingGreen. Alum @StanfordBiz @StanfordLaw @Harvard. VIEWS MY OWN.",http://code2040.org,20.5,63.5,4,63.5,,
Mikypool4u2c,"Quilox Season 4","Lekki / Ajah, Lagos","12,672","7,112","20 Jan 2011 02:38:51","168,414","09 Aug 2016 17:16:00","CEO @PoolerMedia || PR @ClubQuilox || PR @Shinapeller || - 08132586924 Mikypool007@gmail.com Pin:796C75cf #MUFC #Quilox #Drake #Shinapeller",http://www.Poolermedia.com,55.5,34,5.5,63.5,,
